"user_id","entertainment","food_travel","places_of_stay","historical","nature","services","average_rating","overall_satisfaction"
"User 41",3.97,1.7775,1.58,2.285,3.15,5,2.96041666666667,"Medium"
"User 42",3.97,1.615,1.57,2.28,3.76333333333333,5,3.03305555555556,"High"
"User 43",3.97,1.6075,1.56,2.275,3.76666666666667,5,3.02986111111111,"High"
"User 44",3.35,1.5975,1.55,2.27,3.46333333333333,5,2.87180555555556,"Medium"
"User 45",3.36,1.59,1.54,2.065,3.89666666666667,5,2.90861111111111,"Medium"
"User 46",3.365,1.9625,1.53,2.065,3.89666666666667,1.56,2.39652777777778,"Medium"
"User 47",3.365,1.955,1.52,2.06,3.65333333333333,1.55,2.35055555555556,"Medium"
"User 48",3.355,1.9475,1.51,2.06,3.65,5,2.92041666666667,"Medium"
"User 49",3.355,1.94,1.5,3.07,3.65,1.53,2.5075,"Medium"
"User 50",2.77666666666667,1.93,1.5,3.07,3.65,1.52,2.40777777777778,"Medium"
"User 51",2.77666666666667,1.7675,1.49,3.065,3.91,1.52,2.42152777777778,"Medium"
"User 52",2.77333333333333,2.406,1.48,3.295,4.15,1.51,2.60238888888889,"Medium"
"User 53",3.36,1.75,1.47,3.065,4.59666666666667,1.5,2.62361111111111,"Medium"
"User 54",3.365,1.9025,1.46,2.265,4.61,1.49,2.51541666666667,"Medium"
"User 55",2.76666666666667,1.995,1.45,3.28,5,1.48,2.66194444444444,"Medium"
"User 56",2.77,1.9875,1.44,2.25,5,1.48,2.48791666666667,"Medium"
"User 57",2.77666666666667,1.98,1.43,2.255,5,5,3.07361111111111,"High"
"User 58",2.76666666666667,1.9725,1.42,3.235,5,1.46,2.64236111111111,"Medium"
"User 59",2.76333333333333,1.9625,1.41,3.22,3.8775,5,3.03888888888889,"High"
"User 60",2.76,1.9575,1.4,3.21,4.475,5,3.13375,"High"
"User 61",3.44666666666667,2.56,1.39,3.205,4.31666666666667,5,3.31972222222222,"High"
"User 62",2.72666666666667,1.94,1.38,3.2,3.97,2.13,2.55777777777778,"Medium"
"User 63",2.72666666666667,1.935,1.37,3.195,4.31,2.12,2.60944444444444,"Medium"
"User 64",2.72666666666667,1.925,1.37,3.19,4.31,2.1,2.60361111111111,"Medium"
"User 65",2.73,1.9975,1.36,3.185,3.965,2.1,2.55625,"Medium"
"User 66",2.75,1.99,1.35,3.18,4.31,2.09,2.61166666666667,"Medium"
"User 67",2.75,1.995,1.37,3.175,3.965,2.08,2.55583333333333,"Medium"
"User 68",2.71333333333333,2.005,1.37,3.17,2.92,2.07,2.37472222222222,"Medium"
"User 69",2.71,2.105,1.35,3.165,2.92,2.06,2.385,"Medium"
"User 70",2.71,1.9975,1.34,3.155,3.955,1.705,2.47708333333333,"Medium"
"User 71",3.39666666666667,2.0875,1.29,3.15,2.91,1.69,2.42069444444444,"Medium"
"User 72",3.39,2.0725,1.28,2.11,2.91,2.03,2.29875,"Medium"
"User 73",2.69666666666667,2.065,1.3,3.135,3.95,2.01,2.52611111111111,"Medium"
"User 74",3.38333333333333,2.045,1.26,3.125,4.3,2,2.68555555555556,"Medium"
"User 75",2.68666666666667,2.0325,1.27,3.115,4.17666666666667,1.98,2.54347222222222,"Medium"
"User 76",2.68666666666667,2.0175,1.22,3.11,4.17333333333333,1.62,2.47125,"Medium"
"User 77",2.72,2.0025,1.2,3.1,3.76,1.695,2.41291666666667,"Medium"
"User 78",2.71666666666667,1.985,1.18,3.09,4.17,1.66,2.46694444444444,"Medium"
"User 79",2.66,1.9675,1.17,3.085,4.16666666666667,1.635,2.44736111111111,"Medium"
"User 80",2.71,1.95,1.15,3.075,4.16666666666667,1.9,2.49194444444444,"Medium"
"User 81",2.70666666666667,1.95,1.13,3.065,3.3775,1.88,2.35152777777778,"Medium"
"User 82",2.64666666666667,1.89,1.065,3.05,3.3775,1.86,2.31486111111111,"Medium"
"User 83",2.63666666666667,1.875,1.065,3.045,3.385,1.84,2.30777777777778,"Medium"
"User 84",2.63333333333333,1.8875,1.065,2.36333333333333,3.3875,1.83,2.19444444444444,"Medium"
"User 85",2.63,1.9025,1.06,2.36,3.3875,1.535,2.14583333333333,"Medium"
"User 86",2.62,1.885,1.06,2.025,2.986,1.44666666666667,2.00377777777778,"Medium"
"User 87",2.62,2.16,1.06,2.04,2.994,1.42666666666667,2.05011111111111,"Medium"
"User 88",2.61,2.15,1.13,2.39333333333333,2.4975,1.34666666666667,2.02125,"Medium"
"User 89",3.41,3.36333333333333,1.15,2.40666666666667,2.75,1.49,2.42833333333333,"Medium"
"User 90",4.5,1.91666666666667,1.16,2.42,2.944,1.465,2.40094444444444,"Medium"
"User 91",4.505,2.31,1.18,2.43333333333333,3.174,1.455,2.50955555555556,"Medium"
"User 92",4.51,2.295,1.2,2.44,2.725,1.44,2.435,"Medium"
"User 93",4.51,2.28,1.21,2.45333333333333,2.962,1.43,2.47422222222222,"Medium"
"User 94",3.405,2.09,1.23,2.46666666666667,2.964,1.66,2.30261111111111,"Medium"
"User 95",3.43,2.075,1.25,2.46333333333333,2.972,1.405,2.26588888888889,"Medium"
"User 96",3.435,2.06,1.26,2.47666666666667,2.47,1.63,2.22194444444444,"Medium"
"User 97",3.43,2.05,1.28,2.5,2.4775,1.61,2.22458333333333,"Medium"
"User 98",4.545,2.03,1.3,2.49666666666667,2.7125,1.6,2.44736111111111,"Medium"
"User 99",4.545,2.02,1.31,2.50333333333333,3.208,1.59,2.52938888888889,"Medium"
"User 100",4.55,2.015,1.31,3.75333333333333,2.996,1.58,2.70072222222222,"Medium"
"User 101",4.945,2.21,1.3,3.75333333333333,2.5725,1.355,2.68930555555556,"Medium"
"User 102",4.55,2.46,1.28,3.75,1.6525,1.28,2.49541666666667,"Medium"
"User 103",4.55,2.475,1.27,3.75,1.6525,1.355,2.50875,"Medium"
"User 104",4.95,2.235,1.27,3.75,1.6525,1.28,2.52291666666667,"Medium"
"User 105",4.945,2.23,1.27,3.75,1.6525,1.28,2.52125,"Medium"
"User 106",4.945,2.465,1.27,3.75,1.65,1.355,2.5725,"Medium"
"User 107",4.95,2.22,1.27,3.67333333333333,1.655,1.28,2.50805555555556,"Medium"
"User 108",4.95,2,1.27,3.67,1.6575,1.28,2.47125,"Medium"
"User 109",4.945,2.815,1.27,3.59333333333333,1.6575,1.24666666666667,2.58791666666667,"Medium"
"User 110",4.545,1.7925,1.27,3.59666666666667,1.6575,1.25,2.35194444444444,"Medium"
"User 111",4.945,1.9375,1.27,3.045,1.79666666666667,1.305,2.38319444444444,"Medium"
"User 112",3.175,1.99,5,4.09,1.8,1.35,2.90083333333333,"Medium"
"User 113",3.175,3.62666666666667,1.34,4.1,1.82666666666667,1.355,2.57055555555556,"Medium"
"User 114",3.175,3.25,1.33,4.77,1.82666666666667,1.355,2.61777777777778,"Medium"
"User 115",4.845,3.40333333333333,1.33,2.68,1.82666666666667,1.355,2.57333333333333,"Medium"
"User 116",4.85,2.27,1.28,4.12,2.62,1.35,2.74833333333333,"Medium"
"User 117",4.85,2.27,3.09,2.675,1.83333333333333,1.59,2.71805555555556,"Medium"
"User 118",4.745,2.27,3.175,2.675,3.088,1.99,2.9905,"Medium"
"User 119",3.06,2.41333333333333,3.125,2.675,3.12,2.47,2.81055555555556,"Medium"
"User 120",3.06,2.05666666666667,3.305,2.67,3.1075,2.35,2.75819444444444,"Medium"
"User 121",2.725,3.025,5,4.15,3.1075,1.8,3.30125,"High"
"User 122",2.73,2.998,5,1.37,2.55666666666667,1.61,2.71077777777778,"Medium"
"User 123",2.745,2.66,5,3.185,3.77666666666667,1.61,3.16277777777778,"High"
"User 124",2.73,3.07,1.25,4.71,2.55666666666667,1.72,2.67277777777778,"Medium"
"User 125",2.73,2.642,1.425,1.375,2.56,1.805,2.0895,"Medium"
"User 126",2.745,3.092,1.425,1.37,2.56333333333333,1.795,2.16505555555556,"Medium"
"User 127",3.105,3.092,1.59,4.71,3.69,1.79,2.99616666666667,"Medium"
"User 128",3.175,2.414,1.49,5,2.58666666666667,1.84,2.75094444444444,"Medium"
"User 129",3.13,2.938,1.49,5,2.59,3.39,3.08966666666667,"High"
"User 130",3.13,3.52,1.58,1.36,2.59666666666667,3.39,2.59611111111111,"Medium"
"User 131",3.175,2.7675,3.295,1.36,3.80333333333333,2.31,2.78513888888889,"Medium"
"User 132",3.035,3.62,3.295,3.18,1.35333333333333,2.78,2.87722222222222,"Medium"
"User 133",3.045,3.62,1.59,3.18,1.34,1.935,2.45166666666667,"Medium"
"User 134",3.04,3.52,1.59,3.18,1.31333333333333,1.925,2.42805555555556,"Medium"
"User 135",3.04,3.5175,1.59,3.23,1.33666666666667,2.77,2.58069444444444,"Medium"
"User 136",3.045,3.5175,1.59,3.235,1.34,2.77,2.58291666666667,"Medium"
"User 137",3.045,3.5175,1.59,3.145,1.34666666666667,2.77,2.56902777777778,"Medium"
"User 138",3.04,3.5175,1.59,3.14,1.34333333333333,2.77,2.56680555555556,"Medium"
"User 139",3.175,3.515,1.59,3.18,1.34333333333333,2.77,2.59555555555556,"Medium"
"User 140",3.18,3.032,1.59,3.135,1.35,1.92,2.36783333333333,"Medium"
"User 141",3.18,3.51,1.58,3.135,1.35,2.76,2.58583333333333,"Medium"
"User 142",3.18,3.505,1.57,3.19,1.32333333333333,2.75,2.58638888888889,"Medium"
"User 143",3.185,3.5,1.56,3.19,1.33,2.74,2.58416666666667,"Medium"
"User 144",3.185,2.9475,3.27,1.42,1.34666666666667,2.72,2.48152777777778,"Medium"
"User 145",3.19,3.485,3.265,3.195,1.35333333333333,2.71,2.86638888888889,"Medium"
"User 146",3.195,3.475,3.255,3.205,2.24666666666667,1.9,2.87944444444444,"Medium"
"User 147",3.195,3.465,3.25,3.21,2.25666666666667,1.865,2.87361111111111,"Medium"
"User 148",3.2,3.455,3.24,3.215,2.26,1.895,2.8775,"Medium"
"User 149",3.2,3.4475,1.465,3.225,2.27333333333333,1.89,2.58347222222222,"Medium"
"User 150",3.205,3.44,3.415,3.64,2.28,2.63,3.10166666666667,"High"
"User 151",3.21,3.43,3.405,3.635,2.28666666666667,2.61,3.09611111111111,"High"
"User 152",3.215,3.42,1.64,3.64,2.29666666666667,2.59,2.80027777777778,"Medium"
"User 153",3.215,3.41,3.385,3.645,2.30333333333333,2.57,3.08805555555556,"High"
"User 154",3.22,3.4,3.36,2.76666666666667,2.31666666666667,2.55,2.93555555555556,"Medium"
"User 155",3.225,3.3875,3.35,3.05333333333333,2.32333333333333,2.53,2.97819444444444,"Medium"
"User 156",3.225,3.3775,3.34,3.08,2.33333333333333,2.51,2.97763888888889,"Medium"
"User 157",3.23,3.365,3.325,3.045,2.34666666666667,2.49,2.96694444444444,"Medium"
"User 158",3.235,3.355,3.315,3.77333333333333,2.35333333333333,2.48,3.08527777777778,"High"
"User 159",3.265,3.04,3.31,3.03666666666667,2.36333333333333,2.47,2.91416666666667,"Medium"
"User 160",3.27,2.866,1.58,3.60333333333333,2.37333333333333,5,3.11544444444444,"High"
"User 161",3.275,2.864,1.585,3.7,1.838,1.94,2.53366666666667,"Medium"
"User 162",3.28,3.25333333333333,1.575,2.945,1.854,1.92,2.47122222222222,"Medium"
"User 163",3.28,2.898,1.58,3.075,1.864,1.94,2.4395,"Medium"
"User 164",3.285,2.856,1.575,2.9475,1.876,1.88,2.40325,"Medium"
"User 165",3.29,3.20666666666667,1.575,2.9525,1.9,1.86,2.46402777777778,"Medium"
"User 166",4.06,2.844,1.57,2.96,1.902,1.84,2.52933333333333,"Medium"
"User 167",4.055,2.844,1.57,2.965,2.126,1.82,2.56333333333333,"Medium"
"User 168",3.305,2.838,1.57,3.065,2.134,1.81,2.45366666666667,"Medium"
"User 169",3.685,2.812,1.565,2.9975,2.158,1.79,2.50125,"Medium"
"User 170",4.065,2.81,1.565,3.0875,2.158,1.77,2.57591666666667,"Medium"
"User 171",3.685,2.806,1.57,3.01,2.212,1.76,2.50716666666667,"Medium"
"User 172",4.07,2.836,1.565,2.97,1.976,1.74,2.52616666666667,"Medium"
"User 173",4.08,2.76,1.39,2.97,2.034,1.73,2.494,"Medium"
"User 174",3.5,3.2025,1.27,2.905,2.642,1.71,2.53825,"Medium"
"User 175",3.495,3.1925,1.8,2.34666666666667,1.998,1.69,2.42036111111111,"Medium"
"User 176",3.875,3.16,1.81,2.35666666666667,1.99,1.67,2.47694444444444,"Medium"
"User 177",3.875,3.1575,1.83,2.57666666666667,2.004,1.65,2.51552777777778,"Medium"
"User 178",3.88,2.33,1.85,2.37666666666667,2.028,1.64,2.35077777777778,"Medium"
"User 179",3.87,2.3525,1.86,2.39,2.244,3.31,2.67108333333333,"Medium"
"User 180",3.58,2.345,1.88,2.37,2.694,3.3,2.69483333333333,"Medium"
"User 181",3.575,2.34,1.89,2.41,2.702,1.59,2.41783333333333,"Medium"
"User 182",3.58,2.3375,1.735,2.36333333333333,2.702,1.58,2.38297222222222,"Medium"
"User 183",3.58,3.18,1.735,3.18,2.128,1.58,2.56383333333333,"Medium"
"User 184",3.715,3.185,3.255,3.0125,2.1,1.59,2.80958333333333,"Medium"
"User 185",4.105,3.1825,3.25,3.015,2.1,1.59,2.87375,"Medium"
"User 186",4.105,3.175,3.31,2.735,2.088,1.59,2.83383333333333,"Medium"
"User 187",3.485,3.175,1.57,2.73,2.308,1.59,2.47633333333333,"Medium"
"User 188",4.105,3.1725,3.3,2.73,2.216,1.59,2.85225,"Medium"
"User 189",4.105,3.1775,3.295,2.73,2.214,1.59,2.85191666666667,"Medium"
"User 190",4.105,3.1725,1.575,2.73,2.242,1.59,2.56908333333333,"Medium"
"User 191",4.105,3.87333333333333,1.44,1.97333333333333,2.014,1.62,2.50427777777778,"Medium"
"User 192",4.12,3.17,1.445,1.97333333333333,1.986,1.62,2.38572222222222,"Medium"
"User 193",4.115,3.1675,1.44,1.97333333333333,1.986,1.62,2.38363888888889,"Medium"
"User 194",4.12,3.17,1.44,1.97,1.932,1.62,2.37533333333333,"Medium"
"User 195",4.12,2.854,1.435,1.97,1.932,1.62,2.32183333333333,"Medium"
"User 196",4.115,2.854,1.435,1.97,2.028,1.62,2.337,"Medium"
"User 197",4.13,3.2075,1.43,1.97,1.942,1.63,2.38491666666667,"Medium"
"User 198",5,3.2075,1.435,1.97,2.646,1.64,2.64975,"Medium"
"User 199",3.405,3.2,1.435,1.97,2.656,5,2.94433333333333,"Medium"
"User 200",2.505,3.2,1.535,1.97333333333333,2.156,5,2.72822222222222,"Medium"
"User 201",3.225,3.31,1.57,1.67333333333333,2.154,1.64,2.26205555555556,"Medium"
"User 202",4.11,3.3075,1.535,1.97666666666667,2.03,1.64,2.43319444444444,"Medium"
"User 203",2.57,3.3325,1.53,1.97333333333333,1.898,1.64,2.15730555555556,"Medium"
"User 204",2.57,3.3275,1.495,1.56,2.062,5,2.66908333333333,"Medium"
"User 205",3.38,3.295,1.49,1.97666666666667,2.568,5,2.95161111111111,"Medium"
"User 206",2.575,3.295,1.49,1.46,1.698,5,2.58633333333333,"Medium"
"User 207",2.58,3.2975,1.48,1.42,2.628,5,2.73425,"Medium"
"User 208",2.58,3.01,1.485,1.4425,2.97,5,2.74791666666667,"Medium"
"User 209",4.115,2.785,1.47,1.3425,2.46,5,2.86208333333333,"Medium"
"User 210",2.575,3.0525,1.47,1.3525,2.3,5,2.625,"Medium"
"User 211",2.035,2.7625,1.47,2.1425,2.0225,5,2.57208333333333,"Medium"
"User 212",2.025,2.775,1.47,1.3525,2.2975,5,2.48666666666667,"Medium"
"User 213",2.58,2.775,1.47,1.38,2.2975,5,2.58375,"Medium"
"User 214",2.005,2.775,1.47,1.355,2.295,5,2.48333333333333,"Medium"
"User 215",2.01,2.775,1.47,1.355,2.3,5,2.485,"Medium"
"User 216",2.015,2.7725,1.465,2.145,2.305,5,2.61708333333333,"Medium"
"User 217",1.98,2.7675,1.47,2.145,2.3,5,2.61041666666667,"Medium"
"User 218",1.915,2.7625,1.465,2.51666666666667,2.0675,5,2.62111111111111,"Medium"
"User 219",1.88,2.7575,1.47,2.00333333333333,2.035,5,2.52430555555556,"Medium"
"User 220",1.86,2.75,1.47,1.3575,1.888,5,2.38758333333333,"Medium"
"User 221",2.585,2.7425,1.465,1.755,2.6,5,2.69125,"Medium"
"User 222",2.59,2.735,1.465,1.36,2.726,5,2.646,"Medium"
"User 223",1.88,2.8875,1.47,2.10666666666667,3.214,5,2.75969444444444,"Medium"
"User 224",1.88,2.8775,1.47,2.08,2.512,5,2.63658333333333,"Medium"
"User 225",1.88,3.155,1.47,1.68333333333333,2.175,5,2.56055555555556,"Medium"
"User 226",1.75333333333333,2.8875,1.47,1.61,1.8275,5,2.42472222222222,"Medium"
"User 227",1.62666666666667,3.8825,1.475,2.62,1.83,5,2.73902777777778,"Medium"
"User 228",2.83333333333333,4.0025,1.485,1.67,1.776,5,2.79447222222222,"Medium"
"User 229",2.67,3.8725,1.48,1.64,1.845,5,2.75125,"Medium"
"User 230",1.46666666666667,3.7075,1.48,1.65333333333333,2.478,5,2.63091666666667,"Medium"
"User 231",1.515,3.7,1.48,1.65,1.855,5,2.53333333333333,"Medium"
"User 232",1.51,3.695,1.485,1.3625,1.86,5,2.48541666666667,"Medium"
"User 233",1.51,3.1075,1.485,1.495,2.494,5,2.51525,"Medium"
"User 234",1.36,3.1,1.485,2.255,2.498,5,2.61633333333333,"Medium"
"User 235",1.505,3.0925,1.485,2.2825,2.5,5,2.64416666666667,"Medium"
"User 236",1.51,3.0875,1.485,2.395,2.506,5,2.66391666666667,"Medium"
"User 237",1.35333333333333,2.9475,1.485,2.65333333333333,1.836,5,2.54586111111111,"Medium"
"User 238",1.35666666666667,3.0725,1.485,1.51333333333333,2.518,5,2.49091666666667,"Medium"
"User 239",2.10333333333333,3.065,1.49,1.49666666666667,2.522,5,2.61283333333333,"Medium"
"User 240",1.36,3.0125,1.49,1.5325,2.528,5,2.48716666666667,"Medium"
"User 241",1.35666666666667,3.05,1.49,1.51,2.622,5,2.50477777777778,"Medium"
"User 242",1.36,3.0425,3.29,1.4425,1.9225,5,2.67625,"Medium"
"User 243",1.97,3.0325,3.295,1.46,1.9325,5,2.78166666666667,"Medium"
"User 244",2.65,2.5675,3.305,1.43666666666667,1.945,3.205,2.51819444444444,"Medium"
"User 245",2.465,2.55,3.31,1.495,1.935,5,2.7925,"Medium"
"User 246",2.655,2.845,3.32,1.38,1.9625,5,2.86041666666667,"Medium"
"User 247",2.48,2.5225,3.33,1.44666666666667,1.975,5,2.79236111111111,"Medium"
"User 248",2.02333333333333,2.975,3.335,1.51,1.985,5,2.80472222222222,"Medium"
"User 249",2.37,2.5,3.345,1.44666666666667,1.9975,5,2.77652777777778,"Medium"
"User 250",2.43,2.48,3.355,1.3875,2.01,5,2.77708333333333,"Medium"
"User 251",2.03666666666667,2.465,3.36,1.395,2.0175,5,2.71236111111111,"Medium"
"User 252",2.01666666666667,2.4475,3.37,2.3975,2.0325,5,2.87736111111111,"Medium"
"User 253",2.34,2.4375,3.38,1.6225,2.045,5,2.80416666666667,"Medium"
"User 254",2.39,2.7225,3.39,1.64,2.855,5,2.99958333333333,"Medium"
"User 255",1.98,2.715,3.4,1.6475,2.656,5,2.89975,"Medium"
"User 256",2.00666666666667,2.695,3.41,1.57666666666667,3.296,5,2.99738888888889,"Medium"
"User 257",2.01,2.6825,3.415,1.59,3.268,5,2.99425,"Medium"
"User 258",2.01333333333333,2.7325,3.425,1.59333333333333,2.688,5,2.90869444444444,"Medium"
"User 259",2.07666666666667,2.715,3.435,1.61,3.314,5,3.02511111111111,"High"
"User 260",2.08,2.6975,3.445,2.445,3.32,5,3.16458333333333,"High"
"User 261",3.14666666666667,2.7925,3.455,1.6875,2.772,5,3.14227777777778,"High"
"User 262",2.01333333333333,3.37333333333333,3.465,2.4525,2.78,5,3.18069444444444,"High"
"User 263",3.42666666666667,3.36333333333333,3.475,1.735,2.686,5,3.281,"High"
"User 264",2.01666666666667,3.35,3.485,2.5,2.68,5,3.17194444444444,"High"
"User 265",3.12666666666667,2.68666666666667,3.49,2.51,2.704,4.08,3.09955555555556,"High"
"User 266",3.12,3.255,3.5,2.7925,2.696,5,3.39391666666667,"High"
"User 267",3.11666666666667,3.245,3.51,2.8525,2.72,3.08,3.08736111111111,"High"
"User 268",3.11,4.1375,3.52,2.6,2.71,3.075,3.19208333333333,"High"
"User 269",3.40666666666667,3.6375,3.53,2.6025,2.754,5,3.48844444444444,"High"
"User 270",3.10666666666667,3.6275,3.54,1.8275,2.708,2.58,2.89827777777778,"Medium"
"User 271",2.19333333333333,3.2075,3.55,2.63,2.716,3.055,2.89197222222222,"Medium"
"User 272",2.49666666666667,3.1975,3.555,1.815,2.742,2.56,2.72769444444444,"Medium"
"User 273",2.5,3.1875,3.565,3.11,2.75,3.04,3.02541666666667,"High"
"User 274",3.07,3.1725,3.575,3.1475,2.78,4.01,3.2925,"High"
"User 275",3.06666666666667,3.165,3.585,3.15,2.23,5,3.36611111111111,"High"
"User 276",2.46,3.1575,3.595,2.3775,3.342,4,3.15533333333333,"High"
"User 277",2.5,3.2175,3.605,2.8675,3.326,3.99,3.251,"High"
"User 278",3.05666666666667,3.1375,3.615,2.87,3.326,3.99,3.33252777777778,"High"
"User 279",2.49333333333333,3.1225,3.625,1.955,3.314,3.98,3.08163888888889,"High"
"User 280",2.5,2.15,3.635,1.96,3.32,3.98,2.92416666666667,"Medium"
"User 281",3.245,2.13,3.64,2.89,3.326,3.96,3.1985,"High"
"User 282",3.255,2.1175,3.65,3.78333333333333,2.814,3.96,3.26330555555556,"High"
"User 283",2.63,2.1025,3.66,3.78,2.824,3.96,3.15941666666667,"High"
"User 284",3.1,1.81,3.67,3.53333333333333,3.34,3.95,3.23388888888889,"High"
"User 285",3.105,1.795,3.68,3.54333333333333,3.346,3.95,3.23655555555556,"High"
"User 286",2.635,1.78,3.69,3.79,3.352,3.94,3.19783333333333,"High"
"User 287",3.295,1.96666666666667,3.7,3.56333333333333,3.358,3.93,3.30216666666667,"High"
"User 288",4.075,1.95333333333333,2.41,2.66666666666667,3.356,3.93,3.06516666666667,"High"
"User 289",2.625,2.39666666666667,2.42,3.47666666666667,3.356,3.94,3.03572222222222,"High"
"User 290",3.295,2.52333333333333,2.41,3.7,3.196,3.91,3.17238888888889,"High"
"User 291",3.295,2.53,2.44,3.645,3.154,3.91,3.16233333333333,"High"
"User 292",3.295,2.53666666666667,2.43,3.645,3.156,3.91,3.16211111111111,"High"
"User 293",3.3,2.53333333333333,2.44,3.645,3.134,3.91,3.16038888888889,"High"
"User 294",3.3,2.53333333333333,2.44,3.645,3.154,3.91,3.16372222222222,"High"
"User 295",3.305,2.53333333333333,2.45,3.645,3.156,3.91,3.16655555555556,"High"
"User 296",3.305,2.53333333333333,2.42,3.645,2.642,3.9,3.07422222222222,"High"
"User 297",3.305,2.53333333333333,2.47,3.645,2.64,3.91,3.08388888888889,"High"
"User 298",3.305,2.53333333333333,2.42,3.645,2.642,3.91,3.07588888888889,"High"
"User 299",3.305,2.53333333333333,2.42,3.645,2.664,3.91,3.07955555555556,"High"
"User 300",3.305,2.52666666666667,2.42,3.6425,2.666,3.91,3.07836111111111,"High"
"User 301",3.305,2.52666666666667,2.42,3.6425,2.666,3.91,3.07836111111111,"High"
"User 302",3.305,2.52666666666667,2.47,3.6475,2.668,3.91,3.08786111111111,"High"
"User 303",3.305,3.285,2.49,3.645,3.144,3.91,3.2965,"High"
"User 304",3.305,3.285,2.43,3.645,3.144,3.91,3.2865,"High"
"User 305",3.31,3.28,2.44,3.70666666666667,2.656,3.9,3.21544444444444,"High"
"User 306",3.31,3.275,2.45,3.1625,2.66,5,3.30958333333333,"High"
"User 307",3.31,3.26,2.48,3.71,3.268,3.91,3.323,"High"
"User 308",3.32,3.25,2.52,3.72333333333333,2.668,3.88,3.22688888888889,"High"
"User 309",3.32,3.24,2.51,3.165,2.674,3.88,3.1315,"High"
"User 310",3.33,3.23,2.52,3.72,3.162,3.87,3.30533333333333,"High"
"User 311",3.335,2.945,2.53,3.72333333333333,3.29,3.87,3.28222222222222,"High"
"User 312",3.345,3.07,2.54,3.72666666666667,3.18,3.86,3.28694444444444,"High"
